"","year","month","Ward_ID","sum_acc_count","AvgAcceleration","AvgMonthlyVolume","PercentOfVehicles","PercentCar","PercentMPV","PercentLDT","PercentMDT","PercentOther","SeverityScore","temp_chg","snow","rain"
"1",2007,"01",1,3,0.44325,2814.00406504065,0.0789727642276423,0.017959756097561,0.197552845528455,0.226960975609756,0.0552817073170732,0.269310162601626,0.0535263888888889,11.9,10,11.5
"2",2007,"01",33,3,0.463289705882353,2667.27205882353,0.0737433823529412,0.0513845588235294,0.264313970588235,0.280747058823529,0.0512154411764706,0.250261029411765,0.02616,11.9,10,11.5
"3",2007,"01",14,3,0.43776987654321,9183.90987654321,0.05341,0.0288911111111111,0.194841604938272,0.232163333333333,0.0603995061728395,0.366165185185185,0.0268074074074074,11.9,10,11.5
"4",2007,"01",21,5,0.36522619047619,1726.53968253968,0.107703174603175,0.0298055555555556,0.209890476190476,0.222775396825397,0.0513539682539683,0.404248412698413,0.0201727272727273,11.9,10,11.5
"5",2007,"01",4,6,0.400548717948718,10199.5897435897,0.0710987179487179,0.023748717948718,0.193128205128205,0.251846153846154,0.0502141025641026,0.321880769230769,0.0220170212765957,11.9,10,11.5
"6",2007,"01",7,4,0.468606270627063,5552.05610561056,0.09443300330033,0.0230178217821782,0.163529207920792,0.233470462046205,0.0633894389438944,0.331204950495049,0.0550495327102804,11.9,10,11.5
"7",2007,"01",37,5,0.452060714285714,3047.17857142857,0.0776,0.0437921428571429,0.272928571428571,0.267732857142857,0.05278,0.228146428571429,0.0420582857142857,11.9,10,11.5
"8",2007,"01",43,8,0.384390566037736,185.301886792453,0.132939622641509,0.0163575471698113,0.306279245283019,0.273672641509434,0.0480207547169811,0.216380188679245,0.0295057142857143,11.9,10,11.5
"9",2007,"01",30,7,0.422973577235772,3109.91056910569,0.0873778455284553,0.0227118902439024,0.208528048780488,0.218470731707317,0.0948489837398374,0.312427642276423,0.0636681818181818,11.9,10,11.5
"10",2007,"01",42,2,0.449414454277286,3280.12389380531,0.0883014749262537,0.039452802359882,0.180509144542773,0.324858407079646,0.0610899705014749,0.19798407079646,0.0582591836734694,11.9,10,11.5
"11",2007,"01",17,2,0.508819166666667,2367.27083333333,0.105940833333333,0.0252591666666667,0.17619375,0.325868333333333,0.0492679166666667,0.342564166666667,0.025315,11.9,10,11.5
"12",2007,"01",29,11,0.47067125,7976.6,0.0554,0.03658125,0.2190575,0.20684,0.05875875,0.352845,0.020325,11.9,10,11.5
"13",2007,"01",2,14,0.440798166666667,6272.99333333333,0.128429166666667,0.0190756666666667,0.209604083333333,0.230003416666667,0.0464566666666667,0.281142666666667,0.0400220588235294,11.9,10,11.5
"14",2007,"01",25,6,0.422346168582376,2533.89655172414,0.13810785440613,0.028626245210728,0.284177777777778,0.245702681992337,0.0650879310344828,0.262660153256705,0.0303943661971831,11.9,10,11.5
"15",2007,"01",39,2,0.491296666666667,898.65,0.101005,0.0243483333333333,0.383243333333333,0.28153,0.0314216666666667,0.15229,0.0541606557377049,11.9,10,11.5
"16",2007,"01",11,3,0.484957471264368,2968.38505747126,0.103885632183908,0.0301524425287356,0.195314798850575,0.204613074712644,0.0397352011494253,0.41957025862069,0.0491198473282443,11.9,10,11.5
"17",2007,"01",32,2,0.37527380952381,2709.05238095238,0.098532380952381,0.0178761904761905,0.23970619047619,0.24412619047619,0.0641285714285714,0.302801428571429,0.0416015873015873,11.9,10,11.5
"18",2007,"01",18,3,0.409891037735849,2316.18867924528,0.0583146226415094,0.019988679245283,0.192501886792453,0.187041037735849,0.0446679245283019,0.44012641509434,0.0306272727272727,11.9,10,11.5
"19",2007,"01",13,2,0.446635393258427,9748.75655430712,0.0449078651685393,0.0365335205992509,0.216105056179775,0.206543071161049,0.0609621722846442,0.370474531835206,0.0291727272727273,11.9,10,11.5
